timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-12T16:10:18,codecarbon,5e87403c-7f14-4c26-bf68-251050369628,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,53.070079899998746,1.7696405563269465e-05,3.334535315683571e-07,6.499856131111429,6.241183848307259,10.0,8.931106125965514e-05,8.870451540800035e-05,0.0001377717422222,0.0003157873188898,0.0,France,FRA,rhône-alpes,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,4.85,45.748,15.692092895507812,machine,0.0,0.0,75.99,11.92474967956543,N,1.0,0.0
2026-04-12T16:14:58,codecarbon,e4b60595-afc2-4d86-a22a-43a3f8a3eaa0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.5786257999971,4.111601448058106e-06,3.268720696070834e-07,6.520367699200001,5.141812632020463,10.0,2.186957117987973e-05,1.7962514370000425e-05,3.353827166666735e-05,7.33703572165475e-05,0.0,France,FRA,rhône-alpes,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,4.85,45.748,15.692092895507812,machine,0.0,0.0,77.81,12.208641052246094,N,1.0,0.0
2026-04-12T16:21:07,codecarbon,632ce4db-98a9-4180-9eec-72a4892af4ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.80274079999799,6.583983953302919e-06,3.324784190127655e-07,6.500088204160001,6.144840459176224,10.0,3.339317032148843e-05,3.250669267200034e-05,5.158945611111551e-05,0.0001174893191046,0.0,France,FRA,rhône-alpes,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,4.85,45.748,15.692092895507812,machine,0.0,0.0,77.96111111111112,12.23534181382921,N,1.0,0.0
2026-04-12T16:23:54,codecarbon,e1614e68-b127-4b44-889e-22d8049629f1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.437194900001488,3.041538187484913e-06,3.2229261128054415e-07,6.460164892000001,5.245132951007018,10.0,1.5935978720598153e-05,1.3672510938000404e-05,2.4666893333334075e-05,5.427538299193264e-05,0.0,France,FRA,rhône-alpes,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,4.85,45.748,15.692092895507812,machine,0.0,0.0,78.44285714285715,12.309393201555524,N,1.0,0.0
2026-04-12T16:24:36,codecarbon,c3affb8c-3972-49e1-9b7c-1fbabcbe5e49,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.028851099999883,2.987520550598046e-06,3.3088601390248693e-07,6.470210915200002,5.855571852029088,10.0,1.5214521418740994e-05,1.4583622777999614e-05,2.351330944443867e-05,5.331145364117928e-05,0.0,France,FRA,rhône-alpes,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,4.85,45.748,15.692092895507812,machine,0.0,0.0,77.41428571428571,12.14639173235212,N,1.0,0.0
2026-04-12T16:28:36,codecarbon,39846e7e-64d7-4f06-a26b-7aafbb78475d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.033350399997287,2.7924375414175888e-06,3.091253430641224e-07,6.558602192457143,5.515684257189056,10.0,1.45778355178014e-05,1.3028343755999358e-05,2.2224073611111333e-05,4.983025288491209e-05,0.0,France,FRA,rhône-alpes,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,4.85,45.748,15.692092895507812,machine,0.0,0.0,78.7,12.345342636108398,N,1.0,0.0
2026-04-12T20:57:42,codecarbon,91c5d3f6-148f-4498-bb45-db24cf26021b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.524136400000003,5.657100511350291e-06,3.644067770075952e-07,6.950470215314286,7.014417161903299,10.0,2.899433017486561e-05,3.0240301969999985e-05,4.171471583333334e-05,0.0001009493479781,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,2.5615384615384613,23.692307692307693,52.66153846153846,8.26541225726788,N,1.0,0.0
2026-04-17T11:25:59,codecarbon,7e944e8a-6639-4c52-94e1-7ae94d633ecd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.51441529999829,5.041393992896775e-06,3.249490164735587e-07,6.8846848150857145,4.584842410859633,10.0,2.86441666294769e-05,1.9713349104000027e-05,4.160472472221954e-05,8.996224045569647e-05,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,0.0,0.0,61.68461538461538,9.680552555964542,N,1.0,0.0
2026-04-17T11:26:40,codecarbon,b8a7bc51-7d50-4454-a68b-8a662e8cd49b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.655011599999852,2.971850553224921e-06,3.078039339926807e-07,6.550229893600001,4.0840689112503865,10.0,1.665455684905558e-05,1.0951953206000064e-05,2.542531694444329e-05,5.303182699949893e-05,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,10.2,0.0,62.457142857142856,9.801105499267578,N,1.0,0.0
2026-04-17T11:28:14,codecarbon,8321e5a3-e4f7-462a-9a0b-0c6932e91df6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,75.54325110000173,2.501200037174682e-05,3.310951012504974e-07,6.4421660758720005,6.026501281894696,10.0,0.000126935873075,0.000122358708998,0.0001970374433333,0.0004463320254063,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.14.4,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,0.0,0.0,62.14657534246575,9.75228991573804,N,1.0,0.0
2026-04-17T16:03:16,codecarbon,66fc6850-5d03-4571-93d4-b2e151b7c2a1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,127.97696580000049,4.1226769541310335e-05,3.221421080238658e-07,6.638055097009524,4.925525434561582,10.0,0.0002241200343857,0.000172950971694,0.0003386089586111,0.0007356799646908,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,2.3936,0.0,59.586400000000005,9.351047393798828,N,1.0,0.0
2026-04-17T17:34:09,codecarbon,77eb0882-fc31-42fc-8f61-3d26a15735df,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,381.71942169999966,0.0001776788711018,4.654698215524476e-07,6.641289519335387,13.893506418908702,10.0,0.0006783396486976,0.0014706364542859,0.0010216527644444,0.003170628867428,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,1.4693121693121691,0.0,59.17513227513228,9.286212325726868,N,1.0,0.0
2026-04-17T17:44:04,codecarbon,8d7e3dd3-50ec-460e-8efb-2608e40d0173,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,285.5538376000004,0.0001329536129552,4.655991110910742e-07,6.741850874446317,13.833408634276283,10.0,0.0005151312135735,0.00109334670801,0.0007640414480555,0.002372519369639,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,2.1631205673758864,0.0,59.98794326241134,9.413110205467712,N,1.0,0.0
2026-04-17T17:45:19,codecarbon,a7896813-8dd3-4fa7-bb05-9f8f446644ef,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59.09229220000088,2.7181620012439924e-05,4.599858797225591e-07,6.694912806665714,13.752194006352038,10.0,0.0001051118364061,0.000223116289604,0.0001568201441666,0.0004850482701768,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,3.47719298245614,0.0,59.95263157894737,9.408119134735642,N,1.0,0.0
2026-04-17T17:48:31,codecarbon,ac2b9ef4-80c0-4060-92ca-e7e02e677a3a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,101.8357560000004,4.757350848675649e-05,4.67159182151663e-07,6.941965248097664,13.76785708227078,10.0,0.0001878249635537,0.000388279199512,0.0002728315511111,0.0008489357141768,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,2.749494949494949,0.0,60.39292929292929,9.477579675539577,N,1.0,0.0
2026-04-17T17:50:27,codecarbon,5e616810-3d41-46ee-b780-e832b9dcd4ca,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,93.0173606999997,4.352775066682134e-05,4.679529750065407e-07,6.884007528674287,13.876592819056281,10.0,0.000171850404249656,0.00035646861850800043,0.0002484212950000003,0.0007767403177576568,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.6,16,13th Gen Intel(R) Core(TM) i5-13450HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,2.3494,48.8558,15.692092895507812,machine,4.202222222222222,0.0,60.29777777777778,9.46152458190918,N,1.0,0.0
